"","video_id","channel_id","period1Comments","period2Comments","period3Comments","period4Comments","period5Comments","period1Likes","period2Likes","period3Likes","period4Likes","period5Likes","period1Disikes","period2Dislikes","period3Dislikes","period4Dislikes","period5Dislikes","period1Views","period2Views","period3Views","period4Views","period5Views","officialBrandContent","Brand"
"64","5afsi4G6JAg","UCfK8yMyjkiwuoKZSqjWCgAg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,FALSE,"ShockTop"
"65","5ajHRk38JYU","UCz5-PNQxaT4WtB_OMAwD85g",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,1,FALSE,"ShockTop"
"66","5f4JbSCHBug","UCFB9mWv_EYI-Dl6TvBP2ZjA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,3,0,FALSE,"ShockTop"
"67","5uekEI7WHjc","UCpfUlFZlM1yfcJG5dl9fwyg",0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,17,93,200,2453,17009,TRUE,"ShockTop"
"68","64ONMj1A_hc","UCAa9-1ZA8vB5zhMFKz-VUhA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,"ShockTop"
"69","6EBLUDvgZNc","UCrW2eoKdOlpFSlKHm98s8UQ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,"ShockTop"
"70","6EWZVIF2gEs","UCnG5b4Jxowcb90BoLUDFh5g",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,FALSE,"ShockTop"
"71","6GLLmTCFDLs","UCs3u27PbiwcMIpkgTNeBJhg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,"ShockTop"
"72","6TSfV0USqHs","UCKggRtjydObB2u7ZS6DjZ-A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,"ShockTop"
"73","6lqT4AJL9lY","UCcGmtwbq2xiw6q4b9Pf3XZA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,"ShockTop"
"74","7FBjMIKvn_8","UCSukHu3d-xORRU6QXI2DHjg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,49,28,60,59,FALSE,"ShockTop"
"75","7YS9gtEexOQ","UCOWRsmETAu3bMUagqSUpmZg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,6,3,FALSE,"ShockTop"
"76","7cABFBTrixY","UCbVWKWHrDr3Qga-gEhWcp2A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,FALSE,"ShockTop"
"77","7lRULTLNKrc","UCxFV9ojD2CUIVM-zNiVuqOg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,"ShockTop"
"78","7oKD9DXb5Lw","UCyDiidaSupo1ZYNDrrsoD5w",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,"ShockTop"
"79","7szmLTaYLQ8","UC3Pz6ZQrtzgiR0zX2qbcGxA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,"ShockTop"
"80","8FmG0VsRF9Q","UC4F8CfrQWsGl9NZNuasIzEw",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,"ShockTop"
"81","8M3TDxCAigI","UCrlc9QNWnVxx5CwZ-sdgBiA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,FALSE,"ShockTop"
"82","8TigjlNlsVk","UCW3p3-5mEPNlnd1Cl-Sa6RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,FALSE,"ShockTop"
"83","8XKXsid0Ka8","UCiVgHr5FXqpVyBHgv7ddGKw",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,"ShockTop"
"84","8iNNl9XS5fo","UCRYf2_Kth2X-vvg8U8eV8SA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,3,FALSE,"ShockTop"
"85","938b1iAq0ck","UCcwytlFPZ0Bwquoxjo6JNcQ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,FALSE,"ShockTop"
"86","9VbeKOPbiqk","UCzas7LQrXiyyYVMJipf1arg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,FALSE,"ShockTop"
"87","9VuKk8hpTSo","UC8YbZLlS8ATTc_AghpN6Ziw",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,21,13,53,39,FALSE,"ShockTop"
"88","9bRzm_j6qrk","UCEwkdTxnZlOBv350jCX72oQ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,"ShockTop"
"89","9eiWuetNmcU","UC6b38IW2m2YddNIbIjHSHwA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,3,0,FALSE,"ShockTop"
"90","9jO5KS_e-uU","UCt5O2CTFE8tAwOsrDN4Iqxg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,"ShockTop"
"91","9kZXoMS1RwI","UCSaNA1_jtzlTmuvM3jSSGRA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,1,9,11,FALSE,"ShockTop"
"92","9qPzh9wa_R4","UCZUGi8GCcNoyF04BnttJlyw",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,"ShockTop"
"93","A0XghExypBI","UCOengSONSArs4HnBIErnAtw",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,"ShockTop"
"94","AEBll4aFrrk","UCFoOK0KvIqLoJ0aUJGo7qiw",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,"ShockTop"
"95","AFyweQdNzgs","UCKLAXCbRqgbaOLg1MF2qhRg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,"ShockTop"
"96","AKJ04bThAMw","UCfDqM9QGzYkq0-vlAjF8ceg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,"ShockTop"
"97","AM5My3jAQxY","UCXl3kBA_HBRc-bOsNiM4MGw",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,"ShockTop"
"98","AVo3x57w1tI","UC6Mn3yUL8pXFS5uxTOO4zPw",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,"ShockTop"
"99","Acz9CeWW2-c","UC_UgTg41maAn7E-FsHJzJWw",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,"ShockTop"
"100","AdptzNS8baA","UCfGb5_MzU7Cw7kNr5n3YNSQ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,"ShockTop"
"101","AeMrRqFF1jc","UCOOUSAhfTMUJbkTRIRt49TA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,"ShockTop"
"102","AmC7UKP_Fxg","UCQUj_trTOZMRGLJpWWTmbQQ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,"ShockTop"
"103","Aq6Xlk5C8mk","UC0eY4qOzHPh950o08_Xo3OQ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,FALSE,"ShockTop"
"104","Areizh5LWIE","UCZ_Kkf-dY8U6DsQEhUYIquA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,FALSE,"ShockTop"
"105","AtgoCqWUGSU","UCHp178ENUj1QfqX4tekEufw",0,0,0,6,1,5,11,1,9,10,0,0,0,0,0,653,1061,727,1088,804,FALSE,"ShockTop"
"106","AvL6Zvvax6E","UC4jMi4XuAyDFFGgoQsRaSjA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,FALSE,"ShockTop"
"107","BQqMNgOYC10","UCROAl1R0imCRXcvVej-o_AA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,"ShockTop"
"108","BX-o-X2yOQc","UCKAqLc1sfIL7vBrHGmgo52A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,"ShockTop"
"109","BekFjEwgGqo","UCpfUlFZlM1yfcJG5dl9fwyg",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13,22,10,65,32,TRUE,"ShockTop"
"110","BkZNgR7xtZ8","UCsiCZdY9ssyubrAFC7ApA2Q",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,"ShockTop"
"111","BxBXhX5nWhg","UCcwytlFPZ0Bwquoxjo6JNcQ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,"ShockTop"
"112","BxO3GdRHkmY","UCADYrvnlTWJgqsOgOOXDDEg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,"ShockTop"
"113","By0rBb9hc0k","UCKO8aBVmqwY386f-y5O9sHg",0,1,0,0,0,0,2,0,8,0,0,0,0,0,0,0,265,0,370,0,FALSE,"ShockTop"
"114","BzLvMWsJXLU","UCb5IBwS_Df_KZqHzy0U98vQ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,FALSE,"ShockTop"
"115","BzdN2QLeEn8","UCiVgHr5FXqpVyBHgv7ddGKw",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,"ShockTop"
"116","C0EKS5yOaws","UC2GPjBaDnY259kPMnwR6GcA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,28,27,39,TRUE,"ShockTop"
"117","CDypLz8YJbE","UC8HNiDYMkOIBiiuUE2E2Fwg",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,FALSE,"ShockTop"
"118","CILOqcMtxJo","UCNKw1ctLbTHafRbMMn0qm0Q",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,FALSE,"ShockTop"
